listing_key,ticker,exchange,review_kind,classification,decision_candidate,safe_action,confidence,evidence_needed,rationale,do_not_apply_reason
NASDAQ::VSTD,VSTD,NASDAQ,twelvedata_name_mismatch,severe_name_mismatch,uncertain,needs_official_evidence,0.1,"Official documentation that 'Vestand Inc.' and 'Yoshiharu Global Co.' are the same (e.g., SEC filings, corporate action).",Name similarity score 0.174; completely different names. Likely a ticker change but must be verified.,Low confidence name match; cannot confirm same security.
OTC::BBBT,BBBT,OTC,twelvedata_name_mismatch,severe_name_mismatch,uncertain,needs_official_evidence,0.1,"Official evidence linking 'Digital Development Partners Inc' and 'Black Bird Biotech Inc.' (e.g., SEC filings, name change history).",Name similarity score 0.174; unrelated names. Needs proof of same issuer.,Low confidence name match; insufficient evidence.
OTC::MAJI,MAJI,OTC,twelvedata_name_mismatch,severe_name_mismatch,uncertain,needs_official_evidence,0.1,"Official confirmation whether 'Nextel Medical Corp.' and 'Marijuana Inc.' are the same entity (e.g., corporate action, regulatory filing).",Name similarity score 0.174; no obvious link. Possible rename but unverified.,Low confidence name match; cannot assume same issuer.
NASDAQ::YI,YI,NASDAQ,twelvedata_name_mismatch,severe_name_mismatch,uncertain,needs_official_evidence,0.1,"Official evidence that '111 Inc' and '111, Inc. American Depositary Receipt' are the same listing (e.g., SEC filings, ADR program details). The local name may be the underlying ordinary share company.",Name similarity score 0.176; names are close but one is ADR. Likely same issuer but need confirmation of ADR vs. ordinary share mapping.,Low confidence due to missing ADR relationship evidence; cannot apply without official link.
OTC::MSOVF,MSOVF,OTC,twelvedata_name_mismatch,severe_name_mismatch,uncertain,needs_official_evidence,0.1,"Official confirmation whether 'Greatbanks Resources Ltd' and 'GOLDHILLS HLDG LTD.' are the same (e.g., regulatory filings, name change statement).",Name similarity score 0.176; different names. Possible rename but requires verification.,Low confidence name match; insufficient evidence.
OTC::ZHDM,ZHDM,OTC,twelvedata_name_mismatch,severe_name_mismatch,uncertain,needs_official_evidence,0.1,"Official evidence linking 'Ainnova Tech' and 'Zhong Hui Dao Ming Copper Holding Ltd.' (e.g., SEC filings, name change).",Name similarity score 0.178; completely different. Likely a ticker reassignment.,Low confidence name match; cannot confirm same security.
OTC::CAAOF,CAAOF,OTC,twelvedata_name_mismatch,severe_name_mismatch,uncertain,needs_official_evidence,0.1,"Official confirmation whether 'Cannabis One Holdings Inc' and 'Indvr Brands Inc.' are the same (e.g., corporate filings, name change announcement).",Name similarity score 0.182; distinct names. Possible rename but unverified.,Low confidence name match; insufficient evidence.
OTC::CICN,CICN,OTC,twelvedata_name_mismatch,needs_official_evidence,needs_official_evidence,needs_official_evidence,0.2,"Official SEC filings, press releases, or exchange notices confirming corporate name change from Cicero Inc to SMS Alternatives Inc. or ticker reassignment.","Name similarity score is very low (0.182), indicating a severe mismatch. Without authoritative documentation, it cannot be determined whether this is a rename, a different security, or an error.",Insufficient official evidence to apply any database change.
OTC::DLAD,DLAD,OTC,twelvedata_name_mismatch,needs_official_evidence,needs_official_evidence,needs_official_evidence,0.2,"Official documentation, such as SEC filings or company announcements, confirming whether Cabal Communications Corporation changed its name to DealerAdvance Inc. or if the ticker was reassigned.","Name similarity is extremely low (0.182). The reasons include 'severe_name_mismatch', so there is high uncertainty whether this is the same issuer with a name change or a completely different security.",Lack of conclusive evidence to support any data update.
OTC::WNRC,WNRC,OTC,twelvedata_name_mismatch,needs_official_evidence,needs_official_evidence,needs_official_evidence,0.2,"Official evidence of a name change from Superhero Scramble Inc to Wenr Corporation, or proof that the ticker was reissued to a different entity.","The names are highly dissimilar (score 0.182). Without corporate filings or exchange confirmations, it is impossible to determine if this is a rename or a separate listing.",Insufficient verification to proceed with any database modification.
OTC::MLYCF,MLYCF,OTC,twelvedata_name_mismatch,needs_official_evidence,needs_official_evidence,needs_official_evidence,0.2,"Official confirmation from SEC, SEDAR, or company press release regarding the name change from American CuMo Mining Corporation to Multi Metal Development Ltd.",Name similarity score of 0.186 indicates a severe mismatch. Cannot conclude if this is a continuation under a new name or a distinct security without authoritative sources.,Absence of official evidence prevents any data application.
OTC::BECEF,BECEF,OTC,twelvedata_name_mismatch,needs_official_evidence,needs_official_evidence,needs_official_evidence,0.2,"Documentation clarifying the relationship between BCE Inc and BCE Preferred Stock Series CN, such as whether BECEF represents the common or preferred shares.","The names differ but share 'BCE'; however, the instrument type is different (Common vs Preferred). Official confirmation is needed to determine if this is a different share class or an error.",Cannot apply changes without clear evidence of which security this ticker maps to.
OTC::BRQL,BRQL,OTC,twelvedata_name_mismatch,needs_official_evidence,needs_official_evidence,needs_official_evidence,0.2,Company filings or exchange notices confirming whether Dynamic Aerospace Systems Corp changed its name to Brooqly Inc. or if the ticker was reassigned.,"Name similarity is very low (0.188), and the reason code includes 'severe_name_mismatch'. The relationship between the two names is unclear without official sources.",Insufficient evidence to resolve the name mismatch.
OTC::CYJBY,CYJBY,OTC,twelvedata_name_mismatch,needs_official_evidence,needs_official_evidence,needs_official_evidence,0.2,Official ADR prospectus or corporate action history showing the relationship between Hiab Oyj and Cargotec Corporation Unsponsored ADR.,"The names appear unrelated (similarity 0.188). It is possible that Hiab Oyj is a subsidiary of Cargotec, but without authoritative sources, this cannot be assumed and may constitute a different security.",Lack of official evidence to confirm if this ADR corresponds to the local entity.
OTC::HPYCF,HPYCF,OTC,twelvedata_name_mismatch,needs_official_evidence,needs_official_evidence,needs_official_evidence,0.2,Official documentation verifying a name change from Happy Creek Minerals Ltd to Fox Tungsten Ltd. or evidence of a new issuer.,Name similarity is low (0.188) and a severe mismatch is flagged. Determining identity requires corporate filings or exchange statements.,Cannot apply name change or security delink without proof.
OTC::IWGFF,IWGFF,OTC,twelvedata_name_mismatch,needs_official_evidence,needs_official_evidence,needs_official_evidence,0.3,Official announcement of the name change from IWG PLC to International Workplace Group plc; verify if this is the same entity.,"The names share 'IWG' but differ in full form. It is plausible that International Workplace Group plc is the full name of IWG PLC, but this needs confirmation via company registry or SEC filing.",Official evidence still needed to confirm rename vs different listing.
OTC::MSGP,MSGP,OTC,twelvedata_name_mismatch,needs_official_evidence,needs_official_evidence,needs_official_evidence,0.2,Evidence from SEC or company about name change from Kenergy Scientific Inc to Medsmart Group Inc. or ticker reassignment.,Very low name similarity (0.188) and severe mismatch. Cannot determine if this is a rename or a different company without official records.,Insufficient verification.
OTC::PFFOF,PFFOF,OTC,twelvedata_name_mismatch,needs_official_evidence,needs_official_evidence,needs_official_evidence,0.2,"Confirmation of name change from Portofino Resources Inc to LatAm Lithium Corp., or evidence that the ticker now belongs to a different issuer.",The names are completely different (score 0.188). Official filings are required to establish the correct mapping.,No official evidence to support either a rename or a new security.
OTC::SMNRF,SMNRF,OTC,twelvedata_name_mismatch,needs_official_evidence,needs_official_evidence,needs_official_evidence,0.25,Clarification on whether 'FNX Inc. Subordinate Voting Shares' is a different share class or a rename of 'FNX Inc.'; or if a ticker reassignment occurred.,"Names share 'FNX Inc.' but differ in detail. The issue could be a class variance, but official prospectus or corporate action is needed.",Cannot decide without official documentation on share class structure.
BATS::TENM,TENM,BATS,twelvedata_name_mismatch,uncertain,possible_duplicate_or_cross_listing,likely_same_issuer_review,0.15,Evidence that the ticker TENM is assigned to an ETF (iShares Large Cap 10% Target Buffer Mar ETF) or to Tenaris S.A. common stock; cross-exchange ticker overlap must be verified.,"The local name is an ETF while Twelve Data shows a common stock. This likely indicates a ticker conflict or data misattribution, but without official symbol directories or exchange confirmations, no definitive determination can be made.",Possible duplicate ticker across exchanges; requires exchange official resolution.
NASDAQ::LONA,LONA,NASDAQ,twelvedata_name_mismatch,needs_official_evidence,needs_official_evidence,needs_official_evidence,0.2,"NASDAQ listing change notification or SEC filing confirming a name change from LeonaBio, Inc. to Athira Pharma Inc.","Name similarity is low (0.19). Without official evidence, it is unclear if the ticker was transferred or renamed.",Insufficient evidence to apply any change.
OTC::DDNFD,DDNFD,OTC,twelvedata_name_mismatch,needs_official_evidence,needs_official_evidence,needs_official_evidence,0.15,Official information on whether DDNFD is a placeholder or assigns to ADAMERA MINERALS CORP. Documentation of ticker history required.,"Local name is the ticker itself, suggesting possibly inactive or unknown. Twelve Data shows a full company name. Without official OTC Markets listings, the association cannot be confirmed.",Lack of reliable source to tie ticker to a company.
OTC::LGLOF,LGLOF,OTC,twelvedata_name_mismatch,needs_official_evidence,needs_official_evidence,needs_official_evidence,0.2,Corporate filings evidencing a name change from Link Global Technologies Inc to Green Block Mining Corp. or a ticker reassignment.,"Name similarity is very low (0.19). To determine if this is the same issuer after a name change, official SEC or SEDAR documents must be consulted.",No authoritative source to support database update.
OTC::BZQIY,BZQIY,OTC,twelvedata_name_mismatch,needs_official_evidence,needs_official_evidence,needs_official_evidence,0.35,"Confirmation that BZQIY is the ADR for Bezeq Corp Ltd; the Twelve Data name seems to be the full legal name, but official ADR documentation is required.","Names are closely related (Bezeq Corp Ltd vs Bezeq The Israeli Telecommunication Corp Limited Unsponsored ADR), suggesting it may be the same entity, but the ADR designation must be verified.",Requires ADR program verification before mapping to local equity.
OTC::CMCXF,CMCXF,OTC,twelvedata_name_mismatch,needs_official_evidence,needs_official_evidence,needs_official_evidence,0.2,Official evidence of name change from CMC Metals Ltd to Walker Lane Resources Ltd.,"Name similarity is low (0.194). Without a press release or regulatory filing, it cannot be determined if this is a rename or a different company.",Insufficient evidence to apply any update.
OTC::GSTC,GSTC,OTC,twelvedata_name_mismatch,needs_official_evidence,needs_official_evidence,needs_official_evidence,0.2,SEC filing or company announcement of name change from AngioSoma Inc to Globestar Therapeutics Corp.,The names are completely different (score 0.194). Official corporate actions are required to confirm a rename.,No official documentation to support database change.
OTC::JGCCY,JGCCY,OTC,twelvedata_name_mismatch,needs_official_evidence,needs_official_evidence,needs_official_evidence,0.35,Official ADR documentation confirming that JGCCY represents JGC Holdings Corp. Unsponsored ADR for JGC Corp.,"Names are similar (JGC Corp vs JGC Holdings Corp. Unsponsored ADR); likely the same with a name change, but ADR status must be officially verified.",ADR linkage requires official source to ensure correctness.
