listing_key,ticker,exchange,mic_code,local_name,twelvedata_name,twelvedata_type,name_score,deepseek_decision_candidate,deepseek_safe_action,deepseek_confidence,provider_queue,validation_status,evidence_required
OTC::HPYCF,HPYCF,OTC,PINX,Happy Creek Minerals Ltd,Fox Tungsten Ltd.,Common Stock,0.188,needs_official_evidence,needs_official_evidence,0.2,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::IWGFF,IWGFF,OTC,PINX,IWG PLC,International Workplace Group plc,Common Stock,0.188,needs_official_evidence,needs_official_evidence,0.3,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::MSGP,MSGP,OTC,PINX,Kenergy Scientific Inc,Medsmart Group Inc.,Common Stock,0.188,needs_official_evidence,needs_official_evidence,0.2,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::PFFOF,PFFOF,OTC,PINX,Portofino Resources Inc,LatAm Lithium Corp.,Common Stock,0.188,needs_official_evidence,needs_official_evidence,0.2,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::SMNRF,SMNRF,OTC,PINX,FNX Inc.,FNX Inc. Subordinate Voting Shares,Common Stock,0.188,needs_official_evidence,needs_official_evidence,0.25,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
BATS::TENM,TENM,BATS,BCXE,ishares Large Cap 10% Target Buffer Mar ETF,Tenaris S.A.,Common Stock,0.189,possible_duplicate_or_cross_listing,likely_same_issuer_review,0.15,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
NASDAQ::LONA,LONA,NASDAQ,XNCM,"LeonaBio, Inc.",Athira Pharma Inc.,Common Stock,0.19,needs_official_evidence,needs_official_evidence,0.2,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::DDNFD,DDNFD,OTC,PINX,DDNFD,ADAMERA MINERALS CORP,Common Stock,0.19,needs_official_evidence,needs_official_evidence,0.15,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::LGLOF,LGLOF,OTC,PINX,Link Global Technologies Inc,Green Block Mining Corp.,Common Stock,0.19,needs_official_evidence,needs_official_evidence,0.2,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::BZQIY,BZQIY,OTC,PINX,Bezeq Corp Ltd,Bezeq The Israeli Telecommunication Corp Limited Unsponsored ADR,American Depositary Receipt,0.192,needs_official_evidence,needs_official_evidence,0.35,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::CMCXF,CMCXF,OTC,PINX,CMC Metals Ltd,Walker Lane Resources Ltd.,Common Stock,0.194,needs_official_evidence,needs_official_evidence,0.2,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::GSTC,GSTC,OTC,PINX,AngioSoma Inc,Globestar Therapeutics Corp.,Common Stock,0.194,needs_official_evidence,needs_official_evidence,0.2,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
OTC::JGCCY,JGCCY,OTC,PINX,JGC Corp,JGC Holdings Corp. Unsponsored ADR,American Depositary Receipt,0.194,needs_official_evidence,needs_official_evidence,0.35,openfigi|alphavantage|fmp,pending_provider_env,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence."
