listing_key,ticker,exchange,asset_type,name,field,target_field,gap_class,source_of_truth_outcome,core_action,fill_action,review_needed,recommended_next_source,source_gate,official_source_context,official_capability,official_masterfile_match,official_masterfile_sources,official_masterfile_exposes_isin,official_masterfile_exposes_sector,asx_isin_probe_decision,asx_isin_probe_isin,asx_isin_probe_security_type,asx_resolution_queue,residual_decision,review_bucket,review_priority,review_strategy,apply_eligibility,verification_evidence_required,recommended_next_action
ASX::LP1,LP1,ASX,Stock,LIBERTY PRIME SERIES 2021-1,missing_isin_primary,isin,debt_or_securitized_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::LR1,LR1,ASX,ETF,LA TROBE FINANCIAL CAPITAL MARKETS TRUST 2023-1,missing_isin_primary,isin,debt_or_securitized_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::LR3,LR3,ASX,ETF,LA TROBE FINANCIAL CAPITAL MARKETS TRUST 2024-1,missing_isin_primary,isin,debt_or_securitized_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::LR4,LR4,ASX,ETF,LA TROBE FINANCIAL CAPITAL MARKETS TRUST 2023-2,missing_isin_primary,isin,debt_or_securitized_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::LR5,LR5,ASX,ETF,LA TROBE FINANCIAL CAPITAL MARKETS TRUST 2024-2,missing_isin_primary,isin,debt_or_securitized_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::LR6,LR6,ASX,ETF,LA TROBE FINANCIAL CAPITAL MARKETS TRUST 2024-3,missing_isin_primary,isin,debt_or_securitized_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::LT9,LT9,ASX,ETF,LA TROBE FINANCIAL CAPITAL MARKETS TRUST 2022-2,missing_isin_primary,isin,debt_or_securitized_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::MA2,MA2,ASX,Stock,MA CREDIT PORTFOLIO HOLDINGS LIMITED,missing_isin_primary,isin,inactive_or_legacy_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::MBL,MBL,ASX,Stock,MACQUARIE BANK LIMITED,missing_isin_primary,isin,inactive_or_legacy_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::MF3,MF3,ASX,ETF,METRO FINANCE 2023-1 TRUST,missing_isin_primary,isin,fund_or_trust_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::MF4,MF4,ASX,ETF,METRO FINANCE 2024-1 TRUST,missing_isin_primary,isin,fund_or_trust_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::MF5,MF5,ASX,ETF,METRO FINANCE 2023-2 TRUST,missing_isin_primary,isin,fund_or_trust_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::MF6,MF6,ASX,ETF,METRO FINANCE 2025-1 TRUST,missing_isin_primary,isin,fund_or_trust_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::ML2,ML2,ASX,ETF,MA MONEY RESIDENTIAL SECURITISATION TRUST 2025-1,missing_isin_primary,isin,debt_or_securitized_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::MM2,MM2,ASX,ETF,MME AUTOPAY ABS 2024-1 TRUST,missing_isin_primary,isin,debt_or_securitized_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::MM4,MM4,ASX,ETF,MME PL 2025-1 TRUST,missing_isin_primary,isin,fund_or_trust_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::MZ1,MZ1,ASX,ETF,MEDALLION TRUST SERIES 2017-1,missing_isin_primary,isin,debt_or_securitized_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::MZ2,MZ2,ASX,ETF,MEDALLION TRUST SERIES 2017-2,missing_isin_primary,isin,debt_or_securitized_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::MZF,MZF,ASX,ETF,MEDALLION TRUST SERIES 2016-1,missing_isin_primary,isin,debt_or_securitized_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::MZT,MZT,ASX,ETF,MEDALLION TRUST SERIES 2016-2,missing_isin_primary,isin,debt_or_securitized_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::NW1,NW1,ASX,ETF,NOW TRUST 2024-1,missing_isin_primary,isin,debt_or_securitized_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::OR2,OR2,ASX,ETF,ORDE SERIES 2025-1 TRUST,missing_isin_primary,isin,debt_or_securitized_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::OY1,OY1,ASX,ETF,OLYMPUS 2025-1 TRUST,missing_isin_primary,isin,fund_or_trust_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::OYS,OYS,ASX,ETF,OLYMPUS 2024-2 TRUST,missing_isin_primary,isin,fund_or_trust_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::PA1,PA1,ASX,ETF,PANORAMA AUTO TRUST 2023-1,missing_isin_primary,isin,debt_or_securitized_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::PA2,PA2,ASX,ETF,PANORAMA AUTO TRUST 2024-1,missing_isin_primary,isin,debt_or_securitized_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::PA3,PA3,ASX,ETF,PANORAMA AUTO TRUST 2023-3,missing_isin_primary,isin,debt_or_securitized_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::PA4,PA4,ASX,ETF,PANORAMA AUTO TRUST 2024-3,missing_isin_primary,isin,debt_or_securitized_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::PA5,PA5,ASX,ETF,PANORAMA AUTO TRUST 2025-1,missing_isin_primary,isin,debt_or_securitized_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::PA6,PA6,ASX,ETF,PANORAMA AUTO TRUST 2025-3,missing_isin_primary,isin,debt_or_securitized_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::POB,POB,ASX,ETF,PROGRESS 2021-1 TRUST,missing_isin_primary,isin,fund_or_trust_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
ASX::POC,POC,ASX,ETF,PROGRESS 2022-1 TRUST,missing_isin_primary,isin,fund_or_trust_identifier_gap,core_exclusion_candidate,review_for_core_exclusion,do_not_fill_until_scope_review,true,"asx_listed_companies plus reviewed scope decision for core, extended, or exclude before identifier work.","No ISIN or category enrichment until the listing is reviewed as core, extended, or excluded.",official_masterfile_sources=asx_listed_companies;asx_isin_probe_decision=no_asx_match,masterfile_match=true;masterfile_exposes_isin=false;masterfile_exposes_sector=false,true,asx_listed_companies,false,false,no_asx_match,,,core_exclusion_candidate_identifier_scope_review,core_exclusion_candidate_requires_scope_review,scope_review_before_any_data_fill,P1,scope_review_before_asx_identifier_enrichment,blocked_until_core_or_extended_scope_decision,scope_decision_for_core_extended_or_exclude_before_identifier_or_category_fill,review_scope_before_identifier_or_category_enrichment
