priority_rank,listing_key,ticker,exchange,asset_type,name,gap_class,source_of_truth_outcome,allowed_source_path,apply_eligibility,source_gate,next_action
2,ASX::PA3,PA3,ASX,ETF,PANORAMA AUTO TRUST 2023-3,debt_or_securitized_identifier_gap,core_exclusion_candidate,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact instrument code/name and ISIN checksum; never issuer-equity propagation.,review official instrument scope before identifier enrichment
2,ASX::PA4,PA4,ASX,ETF,PANORAMA AUTO TRUST 2024-3,debt_or_securitized_identifier_gap,core_exclusion_candidate,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact instrument code/name and ISIN checksum; never issuer-equity propagation.,review official instrument scope before identifier enrichment
2,ASX::PA5,PA5,ASX,ETF,PANORAMA AUTO TRUST 2025-1,debt_or_securitized_identifier_gap,core_exclusion_candidate,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact instrument code/name and ISIN checksum; never issuer-equity propagation.,review official instrument scope before identifier enrichment
2,ASX::PA6,PA6,ASX,ETF,PANORAMA AUTO TRUST 2025-3,debt_or_securitized_identifier_gap,core_exclusion_candidate,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact instrument code/name and ISIN checksum; never issuer-equity propagation.,review official instrument scope before identifier enrichment
2,ASX::POB,POB,ASX,ETF,PROGRESS 2021-1 TRUST,fund_or_trust_identifier_gap,core_exclusion_candidate,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact fund/trust symbol and product name with checksum.,review official instrument scope before identifier enrichment
2,ASX::POC,POC,ASX,ETF,PROGRESS 2022-1 TRUST,fund_or_trust_identifier_gap,core_exclusion_candidate,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact fund/trust symbol and product name with checksum.,review official instrument scope before identifier enrichment
2,ASX::POE,POE,ASX,ETF,PROGRESS 2023-1 TRUST,fund_or_trust_identifier_gap,core_exclusion_candidate,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact fund/trust symbol and product name with checksum.,review official instrument scope before identifier enrichment
2,ASX::POF,POF,ASX,ETF,PROGRESS 2022-2 TRUST,fund_or_trust_identifier_gap,core_exclusion_candidate,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact fund/trust symbol and product name with checksum.,review official instrument scope before identifier enrichment
2,ASX::POG,POG,ASX,ETF,PROGRESS 2024-1 TRUST,fund_or_trust_identifier_gap,core_exclusion_candidate,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact fund/trust symbol and product name with checksum.,review official instrument scope before identifier enrichment
2,ASX::POH,POH,ASX,ETF,PROGRESS 2023-2 TRUST,fund_or_trust_identifier_gap,core_exclusion_candidate,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact fund/trust symbol and product name with checksum.,review official instrument scope before identifier enrichment
2,ASX::POI,POI,ASX,ETF,PROGRESS 2025-1 TRUST,fund_or_trust_identifier_gap,core_exclusion_candidate,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact fund/trust symbol and product name with checksum.,review official instrument scope before identifier enrichment
2,ASX::PR4,PR4,ASX,ETF,PEPPER RESIDENTIAL SECURITIES TRUST NO. 40,fund_or_trust_identifier_gap,core_exclusion_candidate,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact fund/trust symbol and product name with checksum.,review official instrument scope before identifier enrichment
2,ASX::PS2,PS2,ASX,ETF,PUMA SERIES 2024-2 TRUST,debt_or_securitized_identifier_gap,core_exclusion_candidate,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact instrument code/name and ISIN checksum; never issuer-equity propagation.,review official instrument scope before identifier enrichment
2,ASX::PU6,PU6,ASX,ETF,PEPPER SPARKZ TRUST NO.6,fund_or_trust_identifier_gap,core_exclusion_candidate,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact fund/trust symbol and product name with checksum.,review official instrument scope before identifier enrichment
2,ASX::PU8,PU8,ASX,ETF,PEPPER SPARKZ TRUST NO.8,fund_or_trust_identifier_gap,core_exclusion_candidate,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact fund/trust symbol and product name with checksum.,review official instrument scope before identifier enrichment
2,ASX::PU9,PU9,ASX,ETF,PEPPER SPARKZ TRUST NO.9,fund_or_trust_identifier_gap,core_exclusion_candidate,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact fund/trust symbol and product name with checksum.,review official instrument scope before identifier enrichment
2,ASX::PUT,PUT,ASX,ETF,PUMA SERIES 2023-1 TRUST,debt_or_securitized_identifier_gap,core_exclusion_candidate,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact instrument code/name and ISIN checksum; never issuer-equity propagation.,review official instrument scope before identifier enrichment
2,ASX::PUU,PUU,ASX,ETF,PUMA SERIES 2024-1 TRUST,debt_or_securitized_identifier_gap,core_exclusion_candidate,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact instrument code/name and ISIN checksum; never issuer-equity propagation.,review official instrument scope before identifier enrichment
2,ASX::PUV,PUV,ASX,ETF,PUMA SERIES 2025-1 TRUST,debt_or_securitized_identifier_gap,core_exclusion_candidate,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact instrument code/name and ISIN checksum; never issuer-equity propagation.,review official instrument scope before identifier enrichment
2,ASX::QNB,QNB,ASX,Stock,QNB FINANCE LTD,inactive_or_legacy_identifier_gap,core_exclusion_candidate,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact active listing evidence plus direct identifier source.,review official instrument scope before identifier enrichment
2,ASX::RA2,RA2,ASX,Stock,RESIMAC PREMIER SERIES 2020-1,debt_or_securitized_identifier_gap,core_exclusion_candidate,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact instrument code/name and ISIN checksum; never issuer-equity propagation.,review official instrument scope before identifier enrichment
2,ASX::RA3,RA3,ASX,Stock,RESIMAC SERIES 2024-1NC,debt_or_securitized_identifier_gap,core_exclusion_candidate,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact instrument code/name and ISIN checksum; never issuer-equity propagation.,review official instrument scope before identifier enrichment
2,ASX::RM1,RM1,ASX,ETF,NATIONAL RMBS TRUST 2024-1,debt_or_securitized_identifier_gap,core_exclusion_candidate,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact instrument code/name and ISIN checksum; never issuer-equity propagation.,review official instrument scope before identifier enrichment
2,ASX::SC1,SC1,ASX,Stock,"SHINHAN CARD CO., LTD.",inactive_or_legacy_identifier_gap,core_exclusion_candidate,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact active listing evidence plus direct identifier source.,review official instrument scope before identifier enrichment
2,ASX::SCA,SCA,ASX,ETF,SCENTRE GROUP TRUST 1 AND SCENTRE GROUP TRUST 2,fund_or_trust_identifier_gap,core_exclusion_candidate,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact fund/trust symbol and product name with checksum.,review official instrument scope before identifier enrichment
2,ASX::SFV,SFV,ASX,Stock,SANTOS FINANCE LIMITED,inactive_or_legacy_identifier_gap,core_exclusion_candidate,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact active listing evidence plus direct identifier source.,review official instrument scope before identifier enrichment
2,ASX::SHZ,SHZ,ASX,Stock,SHINHAN BANK.,official_current_directory_absent_identifier_gap,accepted_source_gap,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",eligible_only_after_allowed_source_identity_checksum_and_no_collision_gates,require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Do not fill ISIN unless the listing reappears in a current official directory or has direct registry evidence.,refresh ASX ISIN workbook and review exact ticker/name matches
2,ASX::SP4,SP4,ASX,ETF,SAPPHIRE XXIX SERIES 2024-1 TRUST,debt_or_securitized_identifier_gap,core_exclusion_candidate,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact instrument code/name and ISIN checksum; never issuer-equity propagation.,review official instrument scope before identifier enrichment
2,ASX::SP6,SP6,ASX,ETF,SAPPHIRE XXXI SERIES 2024-3 TRUST,debt_or_securitized_identifier_gap,core_exclusion_candidate,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact instrument code/name and ISIN checksum; never issuer-equity propagation.,review official instrument scope before identifier enrichment
2,ASX::TA1,TA1,ASX,Stock,TRANSURBAN FINANCE COMPANY PTY LTD,inactive_or_legacy_identifier_gap,core_exclusion_candidate,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact active listing evidence plus direct identifier source.,review official instrument scope before identifier enrichment
2,ASX::TT1,TT1,ASX,ETF,THINK TANK RESIDENTIAL SERIES 2024-1 TRUST,debt_or_securitized_identifier_gap,core_exclusion_candidate,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact instrument code/name and ISIN checksum; never issuer-equity propagation.,review official instrument scope before identifier enrichment
2,ASX::TT2,TT2,ASX,ETF,THINK TANK RESIDENTIAL SERIES 2025-2 TRUST,debt_or_securitized_identifier_gap,core_exclusion_candidate,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact instrument code/name and ISIN checksum; never issuer-equity propagation.,review official instrument scope before identifier enrichment
2,ASX::TT6,TT6,ASX,ETF,TRITON BOND TRUST 2021-1 IN RESPECT OF SERIES 1,debt_or_securitized_identifier_gap,core_exclusion_candidate,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact instrument code/name and ISIN checksum; never issuer-equity propagation.,review official instrument scope before identifier enrichment
2,ASX::VCD,VCD,ASX,ETF,VICINITY CENTRES TRUST,fund_or_trust_identifier_gap,core_exclusion_candidate,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact fund/trust symbol and product name with checksum.,review official instrument scope before identifier enrichment
2,ASX::WB1,WB1,ASX,ETF,SERIES 2020-1 WST TRUST,debt_or_securitized_identifier_gap,core_exclusion_candidate,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact instrument code/name and ISIN checksum; never issuer-equity propagation.,review official instrument scope before identifier enrichment
2,ASX::WE1,WE1,ASX,ETF,SERIES 2019-1 WST TRUST,debt_or_securitized_identifier_gap,core_exclusion_candidate,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact instrument code/name and ISIN checksum; never issuer-equity propagation.,review official instrument scope before identifier enrichment
2,ASX::WS1,WS1,ASX,ETF,SERIES 2024-1 WST TRUST,debt_or_securitized_identifier_gap,core_exclusion_candidate,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact instrument code/name and ISIN checksum; never issuer-equity propagation.,review official instrument scope before identifier enrichment
2,ASX::WS2,WS2,ASX,ETF,SERIES 2024-2 WST TRUST,debt_or_securitized_identifier_gap,core_exclusion_candidate,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact instrument code/name and ISIN checksum; never issuer-equity propagation.,review official instrument scope before identifier enrichment
2,ASX::XNC,XNC,ASX,Stock,NEW SOUTH WALES TREASURY CORPORATION,official_current_directory_absent_identifier_gap,accepted_source_gap,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",eligible_only_after_allowed_source_identity_checksum_and_no_collision_gates,require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Do not fill ISIN unless the listing reappears in a current official directory or has direct registry evidence.,refresh ASX ISIN workbook and review exact ticker/name matches
2,ASX::XQL,XQL,ASX,Stock,QUEENSLAND TREASURY CORPORATION,official_current_directory_absent_identifier_gap,accepted_source_gap,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",eligible_only_after_allowed_source_identity_checksum_and_no_collision_gates,require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Do not fill ISIN unless the listing reappears in a current official directory or has direct registry evidence.,refresh ASX ISIN workbook and review exact ticker/name matches
2,ASX::XVG,XVG,ASX,Stock,TREASURY CORPORATION OF VICTORIA,official_current_directory_absent_identifier_gap,accepted_source_gap,"ASX ISIN workbook, official ASX/security registry, or issuer/trustee evidence",eligible_only_after_allowed_source_identity_checksum_and_no_collision_gates,require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Do not fill ISIN unless the listing reappears in a current official directory or has direct registry evidence.,refresh ASX ISIN workbook and review exact ticker/name matches
3,TSX::AGF,AGF,TSX,Stock,AGF Management Limited,official_identifier_not_exposed_source_gap,accepted_source_gap,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",eligible_only_after_allowed_source_identity_checksum_and_no_collision_gates,require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact symbol/name and direct ISIN evidence; do not infer from issuer name or exchange membership.,seek TMX/CDS or issuer/prospectus ISIN evidence for exact listing
3,TSX::BBD,BBD,TSX,Stock,Bombardier Inc.,official_identifier_not_exposed_source_gap,accepted_source_gap,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",eligible_only_after_allowed_source_identity_checksum_and_no_collision_gates,require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact symbol/name and direct ISIN evidence; do not infer from issuer name or exchange membership.,seek TMX/CDS or issuer/prospectus ISIN evidence for exact listing
3,TSX::BEK,BEK,TSX,Stock,Becker Milk Company Ltd. (The),official_identifier_not_exposed_source_gap,accepted_source_gap,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",eligible_only_after_allowed_source_identity_checksum_and_no_collision_gates,require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact symbol/name and direct ISIN evidence; do not infer from issuer name or exchange membership.,seek TMX/CDS or issuer/prospectus ISIN evidence for exact listing
3,TSX::BGI-UN,BGI-UN,TSX,Stock,Brookfield Global Infrastructure Securities Income Fund,fund_or_trust_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact fund/trust symbol and product name with checksum.,review official instrument scope before identifier enrichment
3,TSX::BPF,BPF,TSX,ETF,Boston Pizza Royalties Income Fund,fund_or_trust_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact fund/trust symbol and product name with checksum.,review official instrument scope before identifier enrichment
3,TSX::BPF-UN,BPF-UN,TSX,Stock,Boston Pizza Royalties Income Fund,fund_or_trust_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact fund/trust symbol and product name with checksum.,review official instrument scope before identifier enrichment
3,TSX::BPO,BPO,TSX,Stock,Brookfield Office Properties Inc.,official_identifier_not_exposed_source_gap,accepted_source_gap,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",eligible_only_after_allowed_source_identity_checksum_and_no_collision_gates,require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact symbol/name and direct ISIN evidence; do not infer from issuer name or exchange membership.,seek TMX/CDS or issuer/prospectus ISIN evidence for exact listing
3,TSX::BTB,BTB,TSX,ETF,BTB Real Estate Investment Trust,fund_or_trust_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact fund/trust symbol and product name with checksum.,review official instrument scope before identifier enrichment
3,TSX::CATR,CATR,TSX,Stock,Caterpillar CDR (CAD Hedged),adr_cdr_or_depositary_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,"scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum.",review official instrument scope before identifier enrichment
3,TSX::CCOM.B,CCOM.B,TSX,ETF,CI Auspice Broad Commodity ETF - Unhedged Common Units Acc,fund_or_trust_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact fund/trust symbol and product name with checksum.,review official instrument scope before identifier enrichment
3,TSX::CEGS,CEGS,TSX,Stock,Constellation Energy CDR (CAD Hedged),adr_cdr_or_depositary_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,"scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum.",review official instrument scope before identifier enrichment
3,TSX::CHCL.B,CHCL.B,TSX,ETF,CI Global Healthcare Leaders Index ETF,fund_or_trust_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact fund/trust symbol and product name with checksum.,review official instrument scope before identifier enrichment
3,TSX::CIU,CIU,TSX,Stock,CU Inc.,official_identifier_not_exposed_source_gap,accepted_source_gap,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",eligible_only_after_allowed_source_identity_checksum_and_no_collision_gates,require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact symbol/name and direct ISIN evidence; do not infer from issuer name or exchange membership.,seek TMX/CDS or issuer/prospectus ISIN evidence for exact listing
3,TSX::CLUP,CLUP,TSX,ETF,SavvyLong Geared Crude Oil ETF,fund_or_trust_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact fund/trust symbol and product name with checksum.,review official instrument scope before identifier enrichment
3,TSX::CMGS,CMGS,TSX,Stock,Chipotle CDR (CAD Hedged),adr_cdr_or_depositary_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,"scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact program symbol, issuer/program name, expected country prefix, and ISIN checksum.",review official instrument scope before identifier enrichment
3,TSX::COP-U,COP-U,TSX,Stock,Sprott Physical Copper Trust,fund_or_trust_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact fund/trust symbol and product name with checksum.,review official instrument scope before identifier enrichment
3,TSX::COP-UN,COP-UN,TSX,Stock,Sprott Physical Copper Trust,fund_or_trust_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact fund/trust symbol and product name with checksum.,review official instrument scope before identifier enrichment
3,TSX::DAY,DAY,TSX,Stock,"Dayforce, Inc.",official_identifier_not_exposed_source_gap,accepted_source_gap,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",eligible_only_after_allowed_source_identity_checksum_and_no_collision_gates,require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact symbol/name and direct ISIN evidence; do not infer from issuer name or exchange membership.,seek TMX/CDS or issuer/prospectus ISIN evidence for exact listing
3,TSX::DIR,DIR,TSX,ETF,Dream Industrial Real Estate Investment Trust,fund_or_trust_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact fund/trust symbol and product name with checksum.,review official instrument scope before identifier enrichment
3,TSX::DNTL,DNTL,TSX,Stock,dentalcorp Holdings Ltd.,official_identifier_not_exposed_source_gap,accepted_source_gap,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",eligible_only_after_allowed_source_identity_checksum_and_no_collision_gates,require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact symbol/name and direct ISIN evidence; do not infer from issuer name or exchange membership.,seek TMX/CDS or issuer/prospectus ISIN evidence for exact listing
3,TSX::EIT,EIT,TSX,ETF,Canoe EIT Income Fund,fund_or_trust_identifier_gap,core_exclusion_candidate,"TMX/CDS-listed security evidence, issuer/prospectus source, or OpenFIGI after valid ISIN",blocked_until_core_or_extended_scope_decision,scope_review_required_before_isin_work;require_valid_isin_checksum_exact_listing_identity_match_and_no_existing_listing_or_identifier_collision;Exact fund/trust symbol and product name with checksum.,review official instrument scope before identifier enrichment
