listing_key,ticker,exchange,current_name,twelvedata_name,twelvedata_type,type_scope,review_batch,name_score,adjudication_decision,apply_eligibility,evidence_tier,confidence,recommended_operation,source_gate,evidence_summary,provider_validation_status,provider_supports_twelvedata,provider_supports_local,provider_conflicts,openfigi_status,openfigi_figi,local_figi,figi_relation,venue_status,official_source_count,reference_scopes,verification_name_mismatch,masterfile_matches,reviewed_name_override,source_of_truth_outcome,source_of_truth_gate,deepseek_decision_candidate,deepseek_safe_action
HKEX::03768,03768,HKEX,DCWT,"Kunming Dianchi Water Treatment Co., Ltd.",Common Stock,supported_core_stock_type,batch_c_high_value_international,0.229,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG00DKLHWR4,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::03778,03778,HKEX,CHINA WEAVING,China Weaving Materials Holdings Limited,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.578,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG002B1FFZ2,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::03798,03798,HKEX,HOMELAND ITL,Homeland Interactive Technology Ltd.,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.558,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG00PGHFW11,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::03800,03800,HKEX,GCL TECH,GCL Technology Holdings Ltd.,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.516,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG000Q5CLK7,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::03830,03830,HKEX,KIDDIELAND,Kiddieland International Ltd.,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.588,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG00HP94W28,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::03833,03833,HKEX,XINXIN MINING,Xinjiang Xinxin Mining Industry Co. Ltd.,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.591,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG000F0YTF5,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::03839,03839,HKEX,CT ENTERPRISE,Chia Tai Enterprises International Ltd.,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.553,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG007D0RSY1,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::03858,03858,HKEX,JIAXIN INTL RES,Jiaxin International Resources Investment Limited,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.536,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG01WTVYYT5,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::03866,03866,HKEX,BQD,"Bank of Qingdao Co., Ltd.",Common Stock,supported_core_stock_type,batch_c_high_value_international,0.333,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG00BH6JJ38,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::03886,03886,HKEX,TOWN HEALTH,Town Health International Medical Group Ltd.,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.44,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG000CD5L32,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::03889,03889,HKEX,GLOBAL CORN GP,Global Sweeteners Holdings Ltd.,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.5,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG000TBVGS3,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::03893,03893,HKEX,CROSSTEC,Crosstec Group Holdings Ltd.,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.516,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG00DQD4V01,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::03903,03903,HKEX,HANHUA FIN,"Hanhua Financial Holding Co., Ltd.",Common Stock,supported_core_stock_type,batch_c_high_value_international,0.588,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG0062C2DS6,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::03908,03908,HKEX,CICC,China International Capital Corporation Limited,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.194,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG00B0THY80,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::03913,03913,HKEX,KWG LIVING,KWG Living Group Holdings Limited,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.571,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG00XTQVSV8,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::03919,03919,HKEX,GOLDENPOWER,Golden Power Group Holdings Ltd.,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.579,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG009BQ0C85,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::03928,03928,HKEX,CHINA NEXT-GEN,China Next-Gen Commerce and Holdings Ltd.,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.56,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG00Q43L7R3,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::03931,03931,HKEX,CALB,Calb Group Co. Ltd.,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.571,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG0169J2ST9,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::03933,03933,HKEX,UNITED LAB,The United Laboratories International Holdings Limited,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.385,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG000JZ6DW1,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::03958,03958,HKEX,DFZQ,"Orient Securities Co., Ltd.",Common Stock,supported_core_stock_type,batch_c_high_value_international,0.0,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG00D5Z9RW4,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::03963,03963,HKEX,RONGZHONG FIN,China Rongzhong Financial Holdings Ltd.,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.553,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG00BYC05G2,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::03968,03968,HKEX,CM BANK,"China Merchants Bank Co., Ltd.",Common Stock,supported_core_stock_type,batch_c_high_value_international,0.519,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG000DVBDD1,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::03969,03969,HKEX,CHINA CRSC,China Railway Signal & Communication Corporation Limited,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.333,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG009PV3Q21,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::03978,03978,HKEX,BESTSTUDY EDU,China Beststudy Education Group,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.591,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG00MS92Q29,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::03986,03986,HKEX,GIGADEVICE,GigaDevice Semiconductor Inc.,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.588,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG01ZBQJPS5,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::03989,03989,HKEX,CAPITAL ENV,Capital Environment Holdings Limited,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.564,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG000BTW6W9,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::03993,03993,HKEX,CMOC,Cmoc Group Ltd.,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.571,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG000QH7J77,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::03997,03997,HKEX,TSO,Telecom Service One Holdings Ltd.,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.194,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG004M8M3D4,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::03998,03998,HKEX,BOSIDENG,Bosideng International Holdings Limited,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.41,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG000GLG686,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::06055,06055,HKEX,CTIHK,China Tobacco International (HK) Co. Ltd.,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.286,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG00P97J561,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::06058,06058,HKEX,CISI FIN,China Industrial Securities International Financial Group Limited,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.246,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG00DY41Z79,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::06060,06060,HKEX,ZA ONLINE,"ZhongAn Online P&C Insurance Co., Ltd.",Common Stock,supported_core_stock_type,batch_c_high_value_international,0.439,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG00HP95GP7,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::06066,06066,HKEX,CSC,"CSC Financial Co., Ltd.",Common Stock,supported_core_stock_type,batch_c_high_value_international,0.375,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,,no_figi,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::06068,06068,HKEX,WISDOM EDU INTL,Wisdom Education International Holdings Company Limited,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.484,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG00FQY9B63,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::06082,06082,HKEX,BIREN TECH,Shanghai Biren Technology Co Ltd - Class H,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.465,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG01Z7D43S4,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::06083,06083,HKEX,WORLD-LINK LOG,World-Link Logistics Asia Holding Ltd.,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.596,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG00BR4R3Y4,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::06098,06098,HKEX,CG SERVICES,Country Garden Services Holdings Co. Ltd.,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.512,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG00L3B3R02,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::06099,06099,HKEX,CMSC,China Merchants Securities Co. Ltd.,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.267,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG00DX062M9,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::06108,06108,HKEX,NEW RAY MEDIC,New Ray Medicine International Holding Ltd.,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.51,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG005CW1N39,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::06110,06110,HKEX,TOPSPORTS,Topsports International Holdings Limited,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.439,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG00Q6W9WV1,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::06113,06113,HKEX,BITSTRAT HLDGS,UTS Marketing Solutions Holdings Limited,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.435,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG00H0MHXH4,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::06117,06117,HKEX,RIZHAO PORT JR,"Rizhao Port Jurong Co., Ltd. Class H Common Stock",Common Stock,supported_core_stock_type,batch_c_high_value_international,0.528,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG00PBD9YM5,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::06118,06118,HKEX,AUSTAR,Austar Lifesciences Ltd.,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.48,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG007FFXJB4,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::06123,06123,HKEX,YTO INTL EXP,YTO International Express and Supply Chain Technology Co. Ltd.,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.369,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG006R3SP59,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::06127,06127,HKEX,JOINN,Joinn Laboratories China Ltd.,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.345,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG00Z3SLZQ8,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::06133,06133,HKEX,VITAL INNO,Vital Innovations Holdings Ltd.,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.556,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG009DTLJ34,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::06136,06136,HKEX,KANGDA ENV,Kangda International Environmental Company Limited,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.385,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG006NVG1Z4,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::06158,06158,HKEX,ZHENRO PPT,Zhenro Properties Group Ltd.,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.606,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG00JM9ZR97,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::06160,06160,HKEX,BEONE MEDICINES,BeiGene Ltd.,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.364,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG00LLCFBZ4,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::06162,06162,HKEX,TR INTERIORS,"China Tianrui Automotive Systems Group Co., Ltd.",Common Stock,supported_core_stock_type,batch_c_high_value_international,0.24,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG00MYZ1BL7,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::06166,06166,HKEX,CIG,"CIG Shanghai Co., Ltd.",Common Stock,supported_core_stock_type,batch_c_high_value_international,0.4,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG01Y1L6GF8,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::06169,06169,HKEX,YUHUA EDU,China YuHua Education Corporation Limited,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.6,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG00FY21GJ7,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::06182,06182,HKEX,TWINTEK,Twintek Investment Holdings Limited,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.412,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG00JMZKVG8,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
HKEX::06188,06188,HKEX,BJ DIGITAL,Beijing Digital Telecom Co.,Common Stock,supported_core_stock_type,batch_c_high_value_international,0.606,provider_validation_pending,blocked,none,0.00,run_provider_validation_for_segment,"At least one second source matching ticker, venue, and issuer identity before any name or metadata apply. DeepSeek triage alone is not apply evidence.","DeepSeek reviewed this row, but provider validation has not been run for this segment.",pending_provider_env,,,false,,,BBG006Q1LHF8,local_figi_only,official_full,1,exchange_directory,0,3037,,,,needs_official_evidence,needs_official_evidence
